,Unnamed: 0,Date,Post
141,141,2012-10-19,67
4691,4691,2012-10-19,43
3417,3417,2012-10-19,53
7603,7603,2012-10-19,72
6693,6693,2012-10-19,74
6875,6875,2012-10-19,68
5965,5965,2012-10-19,75
4509,4509,2012-10-19,51
2325,2325,2012-10-19,52
3599,3599,2012-10-19,56
3053,3053,2012-10-19,48
7057,7057,2012-10-19,71
5237,5237,2012-10-19,55
7967,7967,2012-10-19,52
2689,2689,2012-10-19,52
1779,1779,2012-10-19,72
687,687,2012-10-19,64
8149,8149,2012-10-19,56
1961,1961,2012-10-19,73
4327,4327,2012-10-19,52
1051,1051,2012-10-19,69
6511,6511,2012-10-19,74
7785,7785,2012-10-19,71
2143,2143,2012-10-19,68
5601,5601,2012-10-19,68
2871,2871,2012-10-19,40
5055,5055,2012-10-19,68
3781,3781,2012-10-19,68
4873,4873,2012-10-19,56
505,505,2012-10-19,73
6147,6147,2012-10-19,58
2507,2507,2012-10-19,56
3235,3235,2012-10-19,51
869,869,2012-10-19,69
1233,1233,2012-10-19,43
4145,4145,2012-10-19,47
5783,5783,2012-10-19,53
1597,1597,2012-10-19,68
6329,6329,2012-10-19,56
5419,5419,2012-10-19,68
7239,7239,2012-10-19,46
7421,7421,2012-10-19,49
323,323,2012-10-19,68
1415,1415,2012-10-19,62
2508,2508,2012-10-26,58
1052,1052,2012-10-26,72
3236,3236,2012-10-26,56
6876,6876,2012-10-26,65
5602,5602,2012-10-26,70
8150,8150,2012-10-26,58
6512,6512,2012-10-26,74
2326,2326,2012-10-26,46
3054,3054,2012-10-26,39
7058,7058,2012-10-26,72
5784,5784,2012-10-26,47
1416,1416,2012-10-26,64
4692,4692,2012-10-26,46
4146,4146,2012-10-26,50
870,870,2012-10-26,71
3600,3600,2012-10-26,60
142,142,2012-10-26,69
5238,5238,2012-10-26,57
3418,3418,2012-10-26,56
7422,7422,2012-10-26,41
1780,1780,2012-10-26,70
1598,1598,2012-10-26,69
5420,5420,2012-10-26,70
7240,7240,2012-10-26,49
2690,2690,2012-10-26,55
506,506,2012-10-26,74
6148,6148,2012-10-26,57
3782,3782,2012-10-26,70
7786,7786,2012-10-26,69
2872,2872,2012-10-26,40
1962,1962,2012-10-26,74
688,688,2012-10-26,63
6330,6330,2012-10-26,58
4328,4328,2012-10-26,55
5056,5056,2012-10-26,65
4874,4874,2012-10-26,58
1234,1234,2012-10-26,42
2144,2144,2012-10-26,65
3964,3964,2012-10-26,57
324,324,2012-10-26,69
4510,4510,2012-10-26,56
6694,6694,2012-10-26,74
5966,5966,2012-10-26,73
7604,7604,2012-10-26,70
7968,7968,2012-10-26,46
4122,4122,2012-11-05,52
5032,5032,2012-11-05,77
1028,1028,2012-11-05,72
5942,5942,2012-11-05,81
4850,4850,2012-11-05,58
8126,8126,2012-11-05,61
3576,3576,2012-11-05,63
1574,1574,2012-11-05,70
1938,1938,2012-11-05,75
4486,4486,2012-11-05,59
1210,1210,2012-11-05,48
2302,2302,2012-11-05,56
2484,2484,2012-11-05,61
7762,7762,2012-11-05,67
3030,3030,2012-11-05,49
7580,7580,2012-11-05,76
2666,2666,2012-11-05,54
7034,7034,2012-11-05,75
482,482,2012-11-05,75
1392,1392,2012-11-05,64
6306,6306,2012-11-05,58
118,118,2012-11-05,73
4668,4668,2012-11-05,47
5214,5214,2012-11-05,56
6852,6852,2012-11-05,77
3940,3940,2012-11-05,56
300,300,2012-11-05,73
3394,3394,2012-11-05,55
3212,3212,2012-11-05,57
1756,1756,2012-11-05,76
4304,4304,2012-11-05,58
2120,2120,2012-11-05,77
7216,7216,2012-11-05,52
6488,6488,2012-11-05,76
7398,7398,2012-11-05,50
846,846,2012-11-05,73
3758,3758,2012-11-05,74
5396,5396,2012-11-05,74
664,664,2012-11-05,67
6670,6670,2012-11-05,76
7944,7944,2012-11-05,56
2848,2848,2012-11-05,53
5578,5578,2012-11-05,74
5760,5760,2012-11-05,55
6124,6124,2012-11-05,61
3239,3239,2012-11-16,43
7425,7425,2012-11-16,30
4513,4513,2012-11-16,42
6697,6697,2012-11-16,60
691,691,2012-11-16,49
1419,1419,2012-11-16,48
1601,1601,2012-11-16,53
5059,5059,2012-11-16,49
3603,3603,2012-11-16,45
1055,1055,2012-11-16,56
6879,6879,2012-11-16,49
509,509,2012-11-16,61
3785,3785,2012-11-16,54
1237,1237,2012-11-16,23
6333,6333,2012-11-16,46
5241,5241,2012-11-16,45
4877,4877,2012-11-16,46
4331,4331,2012-11-16,44
1965,1965,2012-11-16,60
7789,7789,2012-11-16,53
6151,6151,2012-11-16,40
327,327,2012-11-16,52
5423,5423,2012-11-16,54
2147,2147,2012-11-16,49
3967,3967,2012-11-16,45
5969,5969,2012-11-16,59
3421,3421,2012-11-16,45
7971,7971,2012-11-16,33
2693,2693,2012-11-16,44
145,145,2012-11-16,52
2329,2329,2012-11-16,33
7061,7061,2012-11-16,59
4695,4695,2012-11-16,38
4149,4149,2012-11-16,39
5787,5787,2012-11-16,32
5605,5605,2012-11-16,54
8153,8153,2012-11-16,45
2511,2511,2012-11-16,45
7243,7243,2012-11-16,36
1783,1783,2012-11-16,58
2875,2875,2012-11-16,27
3057,3057,2012-11-16,28
6515,6515,2012-11-16,60
7607,7607,2012-11-16,58
873,873,2012-11-16,56
6516,6516,2012-11-23,60
2148,2148,2012-11-23,58
7062,7062,2012-11-23,59
1238,1238,2012-11-23,34
5424,5424,2012-11-23,58
5606,5606,2012-11-23,58
3058,3058,2012-11-23,39
6334,6334,2012-11-23,43
328,328,2012-11-23,58
3968,3968,2012-11-23,41
2876,2876,2012-11-23,35
5242,5242,2012-11-23,41
6152,6152,2012-11-23,46
5788,5788,2012-11-23,44
3604,3604,2012-11-23,44
4878,4878,2012-11-23,43
7790,7790,2012-11-23,59
5060,5060,2012-11-23,58
1966,1966,2012-11-23,61
692,692,2012-11-23,55
4696,4696,2012-11-23,33
4150,4150,2012-11-23,33
4332,4332,2012-11-23,35
7608,7608,2012-11-23,63
4514,4514,2012-11-23,40
3786,3786,2012-11-23,58
1420,1420,2012-11-23,53
874,874,2012-11-23,59
1784,1784,2012-11-23,63
510,510,2012-11-23,61
1602,1602,2012-11-23,59
7972,7972,2012-11-23,46
146,146,2012-11-23,56
3240,3240,2012-11-23,36
2694,2694,2012-11-23,39
2512,2512,2012-11-23,43
6880,6880,2012-11-23,58
3422,3422,2012-11-23,40
1056,1056,2012-11-23,60
6698,6698,2012-11-23,60
5970,5970,2012-11-23,64
7426,7426,2012-11-23,41
7244,7244,2012-11-23,29
2330,2330,2012-11-23,46
8154,8154,2012-11-23,43
3423,3423,2012-11-30,34
7427,7427,2012-11-30,41
2877,2877,2012-11-30,31
1421,1421,2012-11-30,48
1967,1967,2012-11-30,58
2695,2695,2012-11-30,34
3605,3605,2012-11-30,34
693,693,2012-11-30,50
7791,7791,2012-11-30,55
3969,3969,2012-11-30,37
147,147,2012-11-30,52
6517,6517,2012-11-30,59
6153,6153,2012-11-30,43
4879,4879,2012-11-30,38
329,329,2012-11-30,52
3059,3059,2012-11-30,33
6699,6699,2012-11-30,59
5425,5425,2012-11-30,53
7063,7063,2012-11-30,58
5971,5971,2012-11-30,65
2149,2149,2012-11-30,57
2331,2331,2012-11-30,41
4151,4151,2012-11-30,28
7973,7973,2012-11-30,41
875,875,2012-11-30,56
7245,7245,2012-11-30,26
5789,5789,2012-11-30,38
7609,7609,2012-11-30,64
6335,6335,2012-11-30,38
4515,4515,2012-11-30,31
8155,8155,2012-11-30,37
5243,5243,2012-11-30,37
2513,2513,2012-11-30,37
5061,5061,2012-11-30,57
4697,4697,2012-11-30,24
1785,1785,2012-11-30,64
1603,1603,2012-11-30,53
3787,3787,2012-11-30,53
5607,5607,2012-11-30,53
6881,6881,2012-11-30,57
3241,3241,2012-11-30,34
1057,1057,2012-11-30,56
4333,4333,2012-11-30,35
1239,1239,2012-11-30,28
511,511,2012-11-30,57
504,504,2012-12-10,70
140,140,2012-12-10,62
3962,3962,2012-12-10,54
6874,6874,2012-12-10,71
3780,3780,2012-12-10,61
6692,6692,2012-12-10,71
686,686,2012-12-10,57
7238,7238,2012-12-10,47
1050,1050,2012-12-10,65
2506,2506,2012-12-10,54
1596,1596,2012-12-10,60
2324,2324,2012-12-10,55
6510,6510,2012-12-10,71
5964,5964,2012-12-10,79
868,868,2012-12-10,66
7966,7966,2012-12-10,55
3234,3234,2012-12-10,50
2688,2688,2012-12-10,49
1778,1778,2012-12-10,76
3416,3416,2012-12-10,48
8148,8148,2012-12-10,54
2142,2142,2012-12-10,71
4326,4326,2012-12-10,51
7420,7420,2012-12-10,39
5054,5054,2012-12-10,71
1960,1960,2012-12-10,69
7602,7602,2012-12-10,76
4872,4872,2012-12-10,55
4508,4508,2012-12-10,43
1232,1232,2012-12-10,41
7784,7784,2012-12-10,71
3052,3052,2012-12-10,44
4144,4144,2012-12-10,48
4690,4690,2012-12-10,45
5782,5782,2012-12-10,43
1414,1414,2012-12-10,55
5236,5236,2012-12-10,54
5418,5418,2012-12-10,61
322,322,2012-12-10,60
6328,6328,2012-12-10,55
3598,3598,2012-12-10,47
2870,2870,2012-12-10,43
5600,5600,2012-12-10,61
7056,7056,2012-12-10,69
6146,6146,2012-12-10,59
2697,2697,2012-12-14,37
3243,3243,2012-12-14,37
6519,6519,2012-12-14,56
1059,1059,2012-12-14,51
7065,7065,2012-12-14,55
6883,6883,2012-12-14,49
2515,2515,2012-12-14,43
5609,5609,2012-12-14,47
149,149,2012-12-14,48
4153,4153,2012-12-14,33
8157,8157,2012-12-14,43
5791,5791,2012-12-14,30
1423,1423,2012-12-14,40
2333,2333,2012-12-14,35
4699,4699,2012-12-14,30
3607,3607,2012-12-14,41
331,331,2012-12-14,47
3789,3789,2012-12-14,47
7793,7793,2012-12-14,46
695,695,2012-12-14,42
6155,6155,2012-12-14,35
6337,6337,2012-12-14,43
513,513,2012-12-14,54
4881,4881,2012-12-14,43
1969,1969,2012-12-14,55
5427,5427,2012-12-14,47
7247,7247,2012-12-14,32
3061,3061,2012-12-14,29
2151,2151,2012-12-14,49
2879,2879,2012-12-14,24
1241,1241,2012-12-14,20
3971,3971,2012-12-14,42
1787,1787,2012-12-14,53
877,877,2012-12-14,52
3425,3425,2012-12-14,37
7429,7429,2012-12-14,26
5063,5063,2012-12-14,49
4517,4517,2012-12-14,37
7975,7975,2012-12-14,35
7611,7611,2012-12-14,53
4335,4335,2012-12-14,37
1605,1605,2012-12-14,46
6701,6701,2012-12-14,56
5973,5973,2012-12-14,55
5245,5245,2012-12-14,42
6520,6520,2012-12-21,63
6338,6338,2012-12-21,43
4882,4882,2012-12-21,43
5246,5246,2012-12-21,41
4336,4336,2012-12-21,38
1242,1242,2012-12-21,12
7612,7612,2012-12-21,49
514,514,2012-12-21,59
5792,5792,2012-12-21,31
7248,7248,2012-12-21,31
1788,1788,2012-12-21,49
4518,4518,2012-12-21,39
1606,1606,2012-12-21,53
2516,2516,2012-12-21,43
1060,1060,2012-12-21,58
878,878,2012-12-21,58
5610,5610,2012-12-21,55
8158,8158,2012-12-21,43
2152,2152,2012-12-21,42
5064,5064,2012-12-21,42
7976,7976,2012-12-21,29
6702,6702,2012-12-21,63
5974,5974,2012-12-21,50
3972,3972,2012-12-21,41
2334,2334,2012-12-21,29
3062,3062,2012-12-21,23
5428,5428,2012-12-21,55
7066,7066,2012-12-21,62
3608,3608,2012-12-21,43
332,332,2012-12-21,55
7430,7430,2012-12-21,27
696,696,2012-12-21,44
6156,6156,2012-12-21,32
7794,7794,2012-12-21,45
1970,1970,2012-12-21,59
6884,6884,2012-12-21,42
1424,1424,2012-12-21,43
3244,3244,2012-12-21,37
2880,2880,2012-12-21,21
3426,3426,2012-12-21,40
2698,2698,2012-12-21,38
3790,3790,2012-12-21,55
4700,4700,2012-12-21,29
4154,4154,2012-12-21,31
150,150,2012-12-21,56
879,879,2012-12-28,47
7249,7249,2012-12-28,23
1243,1243,2012-12-28,2
6885,6885,2012-12-28,43
4701,4701,2012-12-28,23
7067,7067,2012-12-28,53
3245,3245,2012-12-28,31
4883,4883,2012-12-28,36
1061,1061,2012-12-28,46
3427,3427,2012-12-28,29
1789,1789,2012-12-28,50
6703,6703,2012-12-28,55
7431,7431,2012-12-28,20
5611,5611,2012-12-28,41
4519,4519,2012-12-28,27
5793,5793,2012-12-28,21
5429,5429,2012-12-28,41
2153,2153,2012-12-28,43
7613,7613,2012-12-28,50
3063,3063,2012-12-28,23
3973,3973,2012-12-28,34
4155,4155,2012-12-28,22
5975,5975,2012-12-28,50
697,697,2012-12-28,37
6521,6521,2012-12-28,55
7977,7977,2012-12-28,30
3791,3791,2012-12-28,41
5065,5065,2012-12-28,43
1607,1607,2012-12-28,40
2335,2335,2012-12-28,30
151,151,2012-12-28,44
333,333,2012-12-28,41
6157,6157,2012-12-28,31
2699,2699,2012-12-28,28
4337,4337,2012-12-28,31
1425,1425,2012-12-28,33
2517,2517,2012-12-28,35
7795,7795,2012-12-28,46
3609,3609,2012-12-28,30
8159,8159,2012-12-28,35
1971,1971,2012-12-28,52
2881,2881,2012-12-28,17
515,515,2012-12-28,51
5247,5247,2012-12-28,34
6339,6339,2012-12-28,36
4342,4342,2013-01-02,30
6344,6344,2013-01-02,34
1612,1612,2013-01-02,52
7982,7982,2013-01-02,30
156,156,2013-01-02,56
3796,3796,2013-01-02,55
5252,5252,2013-01-02,32
6526,6526,2013-01-02,63
3068,3068,2013-01-02,28
7254,7254,2013-01-02,19
6890,6890,2013-01-02,49
6162,6162,2013-01-02,48
5980,5980,2013-01-02,53
2886,2886,2013-01-02,28
1248,1248,2013-01-02,25
2158,2158,2013-01-02,49
7618,7618,2013-01-02,51
520,520,2013-01-02,62
5434,5434,2013-01-02,55
884,884,2013-01-02,58
1976,1976,2013-01-02,62
1794,1794,2013-01-02,51
7800,7800,2013-01-02,48
338,338,2013-01-02,54
3978,3978,2013-01-02,32
2522,2522,2013-01-02,34
2704,2704,2013-01-02,29
3614,3614,2013-01-02,35
4706,4706,2013-01-02,21
6708,6708,2013-01-02,63
5616,5616,2013-01-02,55
5798,5798,2013-01-02,33
702,702,2013-01-02,49
7436,7436,2013-01-02,30
4160,4160,2013-01-02,22
8164,8164,2013-01-02,34
4888,4888,2013-01-02,34
7072,7072,2013-01-02,63
4524,4524,2013-01-02,32
5070,5070,2013-01-02,49
3250,3250,2013-01-02,29
3432,3432,2013-01-02,31
2340,2340,2013-01-02,30
1430,1430,2013-01-02,46
1066,1066,2013-01-02,58
1070,1070,2013-01-03,50
7258,7258,2013-01-03,33
3436,3436,2013-01-03,33
8168,8168,2013-01-03,39
7622,7622,2013-01-03,48
6166,6166,2013-01-03,43
342,342,2013-01-03,46
7804,7804,2013-01-03,45
6712,6712,2013-01-03,56
4528,4528,2013-01-03,31
5620,5620,2013-01-03,46
1980,1980,2013-01-03,54
1798,1798,2013-01-03,48
3618,3618,2013-01-03,34
1252,1252,2013-01-03,11
3800,3800,2013-01-03,46
4346,4346,2013-01-03,36
2526,2526,2013-01-03,39
3254,3254,2013-01-03,35
6348,6348,2013-01-03,39
1434,1434,2013-01-03,37
2890,2890,2013-01-03,18
524,524,2013-01-03,54
3982,3982,2013-01-03,38
5256,5256,2013-01-03,38
6894,6894,2013-01-03,48
3072,3072,2013-01-03,20
2708,2708,2013-01-03,33
7076,7076,2013-01-03,54
888,888,2013-01-03,49
6530,6530,2013-01-03,56
2344,2344,2013-01-03,26
4892,4892,2013-01-03,39
1616,1616,2013-01-03,43
5984,5984,2013-01-03,53
7986,7986,2013-01-03,26
5802,5802,2013-01-03,25
4164,4164,2013-01-03,32
2162,2162,2013-01-03,48
160,160,2013-01-03,48
7440,7440,2013-01-03,23
5074,5074,2013-01-03,48
5438,5438,2013-01-03,46
4710,4710,2013-01-03,26
706,706,2013-01-03,42
2702,2702,2013-01-18,35
2338,2338,2013-01-18,11
154,154,2013-01-18,42
1064,1064,2013-01-18,44
3794,3794,2013-01-18,41
2520,2520,2013-01-18,41
336,336,2013-01-18,40
8162,8162,2013-01-18,41
7980,7980,2013-01-18,11
2884,2884,2013-01-18,8
4158,4158,2013-01-18,30
1974,1974,2013-01-18,49
5978,5978,2013-01-18,43
3976,3976,2013-01-18,38
7798,7798,2013-01-18,35
5796,5796,2013-01-18,18
4704,4704,2013-01-18,25
2156,2156,2013-01-18,36
6160,6160,2013-01-18,31
5614,5614,2013-01-18,41
5432,5432,2013-01-18,41
7070,7070,2013-01-18,48
3430,3430,2013-01-18,37
1428,1428,2013-01-18,31
4340,4340,2013-01-18,34
882,882,2013-01-18,45
7616,7616,2013-01-18,40
3066,3066,2013-01-18,0
7252,7252,2013-01-18,28
6888,6888,2013-01-18,36
6524,6524,2013-01-18,49
1792,1792,2013-01-18,40
1610,1610,2013-01-18,36
4522,4522,2013-01-18,37
5068,5068,2013-01-18,36
700,700,2013-01-18,34
1246,1246,2013-01-18,-7
7434,7434,2013-01-18,13
4886,4886,2013-01-18,40
6706,6706,2013-01-18,49
6342,6342,2013-01-18,40
3612,3612,2013-01-18,40
3248,3248,2013-01-18,35
5250,5250,2013-01-18,38
518,518,2013-01-18,49
3067,3067,2013-01-25,11
7617,7617,2013-01-25,59
5979,5979,2013-01-25,60
2157,2157,2013-01-25,49
3977,3977,2013-01-25,25
3249,3249,2013-01-25,21
2521,2521,2013-01-25,26
6525,6525,2013-01-25,57
7981,7981,2013-01-25,14
1065,1065,2013-01-25,57
1611,1611,2013-01-25,49
1429,1429,2013-01-25,44
6889,6889,2013-01-25,49
155,155,2013-01-25,53
4523,4523,2013-01-25,18
7435,7435,2013-01-25,39
4705,4705,2013-01-25,6
6707,6707,2013-01-25,57
5797,5797,2013-01-25,40
701,701,2013-01-25,47
4159,4159,2013-01-25,12
3613,3613,2013-01-25,22
5615,5615,2013-01-25,52
7071,7071,2013-01-25,58
883,883,2013-01-25,57
8163,8163,2013-01-25,26
2339,2339,2013-01-25,14
5069,5069,2013-01-25,49
3431,3431,2013-01-25,20
4887,4887,2013-01-25,26
5433,5433,2013-01-25,52
2703,2703,2013-01-25,18
2885,2885,2013-01-25,21
5251,5251,2013-01-25,25
3795,3795,2013-01-25,52
1793,1793,2013-01-25,59
7799,7799,2013-01-25,50
337,337,2013-01-25,51
1247,1247,2013-01-25,4
519,519,2013-01-25,57
6343,6343,2013-01-25,26
6161,6161,2013-01-25,45
4341,4341,2013-01-25,22
1975,1975,2013-01-25,58
7253,7253,2013-01-25,9
1250,1250,2013-02-15,13
4890,4890,2013-02-15,35
7074,7074,2013-02-15,56
886,886,2013-02-15,53
704,704,2013-02-15,44
4526,4526,2013-02-15,31
2342,2342,2013-02-15,27
1978,1978,2013-02-15,57
5072,5072,2013-02-15,47
1796,1796,2013-02-15,45
522,522,2013-02-15,57
4162,4162,2013-02-15,25
7438,7438,2013-02-15,21
2888,2888,2013-02-15,20
3798,3798,2013-02-15,50
2524,2524,2013-02-15,35
3252,3252,2013-02-15,29
1432,1432,2013-02-15,40
1068,1068,2013-02-15,53
8166,8166,2013-02-15,35
5800,5800,2013-02-15,27
4344,4344,2013-02-15,30
5618,5618,2013-02-15,50
3434,3434,2013-02-15,30
6346,6346,2013-02-15,35
6710,6710,2013-02-15,57
7802,7802,2013-02-15,47
4708,4708,2013-02-15,19
3616,3616,2013-02-15,34
158,158,2013-02-15,49
5254,5254,2013-02-15,32
1614,1614,2013-02-15,46
3070,3070,2013-02-15,23
6164,6164,2013-02-15,42
3980,3980,2013-02-15,32
6892,6892,2013-02-15,47
2706,2706,2013-02-15,30
5982,5982,2013-02-15,49
340,340,2013-02-15,48
2160,2160,2013-02-15,47
7256,7256,2013-02-15,22
6528,6528,2013-02-15,57
5436,5436,2013-02-15,50
7620,7620,2013-02-15,45
7984,7984,2013-02-15,27
7257,7257,2013-02-22,21
4709,4709,2013-02-22,18
3799,3799,2013-02-22,49
5437,5437,2013-02-22,49
2889,2889,2013-02-22,23
341,341,2013-02-22,48
6347,6347,2013-02-22,31
7621,7621,2013-02-22,52
3435,3435,2013-02-22,24
3253,3253,2013-02-22,27
5983,5983,2013-02-22,55
1433,1433,2013-02-22,40
6711,6711,2013-02-22,59
6893,6893,2013-02-22,49
5619,5619,2013-02-22,49
159,159,2013-02-22,50
3617,3617,2013-02-22,25
2161,2161,2013-02-22,49
4345,4345,2013-02-22,28
1069,1069,2013-02-22,54
8167,8167,2013-02-22,31
2525,2525,2013-02-22,31
7439,7439,2013-02-22,24
6165,6165,2013-02-22,47
4527,4527,2013-02-22,23
1797,1797,2013-02-22,52
1979,1979,2013-02-22,60
6529,6529,2013-02-22,59
2343,2343,2013-02-22,29
5255,5255,2013-02-22,30
7985,7985,2013-02-22,29
887,887,2013-02-22,54
4163,4163,2013-02-22,20
1615,1615,2013-02-22,45
523,523,2013-02-22,59
1251,1251,2013-02-22,13
5073,5073,2013-02-22,49
7075,7075,2013-02-22,58
2707,2707,2013-02-22,23
4891,4891,2013-02-22,31
3071,3071,2013-02-22,25
3981,3981,2013-02-22,30
5801,5801,2013-02-22,29
705,705,2013-02-22,44
7803,7803,2013-02-22,47
3809,3809,2013-03-05,65
7995,7995,2013-03-05,54
8177,8177,2013-03-05,56
7267,7267,2013-03-05,54
4355,4355,2013-03-05,56
897,897,2013-03-05,67
169,169,2013-03-05,66
7449,7449,2013-03-05,41
3627,3627,2013-03-05,60
7631,7631,2013-03-05,78
4537,4537,2013-03-05,59
7813,7813,2013-03-05,70
351,351,2013-03-05,65
533,533,2013-03-05,69
3991,3991,2013-03-05,53
4719,4719,2013-03-05,47
715,715,2013-03-05,64
3445,3445,2013-03-05,59
4173,4173,2013-03-05,56
1261,1261,2013-03-05,42
1443,1443,2013-03-05,61
3263,3263,2013-03-05,55
1625,1625,2013-03-05,66
5447,5447,2013-03-05,65
3081,3081,2013-03-05,48
6357,6357,2013-03-05,55
1807,1807,2013-03-05,78
4901,4901,2013-03-05,55
5265,5265,2013-03-05,53
7085,7085,2013-03-05,69
2353,2353,2013-03-05,54
5811,5811,2013-03-05,49
5993,5993,2013-03-05,82
6175,6175,2013-03-05,65
5083,5083,2013-03-05,76
5629,5629,2013-03-05,65
1989,1989,2013-03-05,69
2171,2171,2013-03-05,76
6539,6539,2013-03-05,70
2535,2535,2013-03-05,56
2717,2717,2013-03-05,58
2899,2899,2013-03-05,41
1079,1079,2013-03-05,68
6721,6721,2013-03-05,70
6903,6903,2013-03-05,76
5622,5622,2013-03-15,56
7078,7078,2013-03-15,59
3620,3620,2013-03-15,41
5440,5440,2013-03-15,56
3256,3256,2013-03-15,38
8170,8170,2013-03-15,42
7260,7260,2013-03-15,34
6532,6532,2013-03-15,59
1618,1618,2013-03-15,56
2528,2528,2013-03-15,42
3074,3074,2013-03-15,35
5076,5076,2013-03-15,61
7624,7624,2013-03-15,62
1800,1800,2013-03-15,62
6350,6350,2013-03-15,41
2710,2710,2013-03-15,37
162,162,2013-03-15,55
526,526,2013-03-15,61
7988,7988,2013-03-15,46
708,708,2013-03-15,53
5804,5804,2013-03-15,40
2892,2892,2013-03-15,33
890,890,2013-03-15,58
6168,6168,2013-03-15,52
2164,2164,2013-03-15,61
7806,7806,2013-03-15,55
4530,4530,2013-03-15,39
3438,3438,2013-03-15,38
4712,4712,2013-03-15,30
1254,1254,2013-03-15,30
6714,6714,2013-03-15,59
1982,1982,2013-03-15,61
6896,6896,2013-03-15,61
4166,4166,2013-03-15,34
344,344,2013-03-15,55
7442,7442,2013-03-15,37
3802,3802,2013-03-15,56
5986,5986,2013-03-15,63
1436,1436,2013-03-15,51
3984,3984,2013-03-15,39
4348,4348,2013-03-15,38
4894,4894,2013-03-15,41
2346,2346,2013-03-15,46
5258,5258,2013-03-15,39
1072,1072,2013-03-15,59
5805,5805,2013-03-22,41
4531,4531,2013-03-22,28
1619,1619,2013-03-22,60
709,709,2013-03-22,58
3439,3439,2013-03-22,28
4167,4167,2013-03-22,23
6715,6715,2013-03-22,68
1255,1255,2013-03-22,30
1437,1437,2013-03-22,54
5077,5077,2013-03-22,68
7443,7443,2013-03-22,33
2347,2347,2013-03-22,42
163,163,2013-03-22,63
5623,5623,2013-03-22,61
527,527,2013-03-22,70
6533,6533,2013-03-22,68
3803,3803,2013-03-22,61
1073,1073,2013-03-22,65
345,345,2013-03-22,59
2165,2165,2013-03-22,68
6169,6169,2013-03-22,60
7807,7807,2013-03-22,66
6897,6897,2013-03-22,68
1983,1983,2013-03-22,69
2893,2893,2013-03-22,31
3985,3985,2013-03-22,33
5987,5987,2013-03-22,71
3621,3621,2013-03-22,33
4349,4349,2013-03-22,31
4895,4895,2013-03-22,35
5441,5441,2013-03-22,61
4713,4713,2013-03-22,18
891,891,2013-03-22,65
3075,3075,2013-03-22,34
7261,7261,2013-03-22,23
7625,7625,2013-03-22,70
7079,7079,2013-03-22,68
5259,5259,2013-03-22,33
7989,7989,2013-03-22,42
2529,2529,2013-03-22,36
1801,1801,2013-03-22,70
6351,6351,2013-03-22,35
8171,8171,2013-03-22,36
3257,3257,2013-03-22,30
2711,2711,2013-03-22,27
6898,6898,2013-03-29,62
1438,1438,2013-03-29,48
3986,3986,2013-03-29,40
4896,4896,2013-03-29,41
5806,5806,2013-03-29,31
3076,3076,2013-03-29,33
6716,6716,2013-03-29,59
346,346,2013-03-29,50
2166,2166,2013-03-29,62
7808,7808,2013-03-29,58
6170,6170,2013-03-29,51
1984,1984,2013-03-29,59
5988,5988,2013-03-29,69
2894,2894,2013-03-29,31
5442,5442,2013-03-29,51
4350,4350,2013-03-29,39
5260,5260,2013-03-29,40
6352,6352,2013-03-29,41
1802,1802,2013-03-29,68
2712,2712,2013-03-29,35
528,528,2013-03-29,60
7626,7626,2013-03-29,68
7990,7990,2013-03-29,41
6534,6534,2013-03-29,59
3622,3622,2013-03-29,35
164,164,2013-03-29,51
1620,1620,2013-03-29,52
5078,5078,2013-03-29,62
710,710,2013-03-29,50
2348,2348,2013-03-29,41
7444,7444,2013-03-29,28
4168,4168,2013-03-29,34
4532,4532,2013-03-29,34
892,892,2013-03-29,53
3804,3804,2013-03-29,51
3440,3440,2013-03-29,36
2530,2530,2013-03-29,40
3258,3258,2013-03-29,39
7080,7080,2013-03-29,57
8172,8172,2013-03-29,40
1074,1074,2013-03-29,54
7262,7262,2013-03-29,34
1256,1256,2013-03-29,26
5624,5624,2013-03-29,51
4714,4714,2013-03-29,28
2336,2336,2013-04-01,13
8160,8160,2013-04-01,32
4884,4884,2013-04-01,32
1790,1790,2013-04-01,45
7068,7068,2013-04-01,47
1244,1244,2013-04-01,-6
6704,6704,2013-04-01,49
7432,7432,2013-04-01,19
5794,5794,2013-04-01,21
152,152,2013-04-01,41
2518,2518,2013-04-01,32
6886,6886,2013-04-01,38
4702,4702,2013-04-01,11
4156,4156,2013-04-01,12
7978,7978,2013-04-01,13
7250,7250,2013-04-01,10
5612,5612,2013-04-01,39
334,334,2013-04-01,39
3610,3610,2013-04-01,26
6158,6158,2013-04-01,31
3246,3246,2013-04-01,23
1426,1426,2013-04-01,29
516,516,2013-04-01,46
7614,7614,2013-04-01,45
1062,1062,2013-04-01,40
698,698,2013-04-01,33
3974,3974,2013-04-01,29
1608,1608,2013-04-01,34
3428,3428,2013-04-01,25
7796,7796,2013-04-01,35
4520,4520,2013-04-01,22
4338,4338,2013-04-01,25
6522,6522,2013-04-01,49
3064,3064,2013-04-01,2
880,880,2013-04-01,41
6340,6340,2013-04-01,32
5976,5976,2013-04-01,48
3792,3792,2013-04-01,39
2882,2882,2013-04-01,8
5066,5066,2013-04-01,38
5430,5430,2013-04-01,39
2700,2700,2013-04-01,23
2154,2154,2013-04-01,38
5248,5248,2013-04-01,29
1972,1972,2013-04-01,46
1441,1441,2013-04-19,58
167,167,2013-04-19,67
